name1,relationship,name2
orphelia,has_nickname,phelia
ossy,has_nickname,ozzy
oswald,has_nickname,ossy
oswald,has_nickname,ozzy
oswald,has_nickname,waldo
otis,has_nickname,ode
otis,has_nickname,ote
pamela,has_nickname,pam
pandora,has_nickname,dora
parmelia,has_nickname,amelia
parmelia,has_nickname,melia
parmelia,has_nickname,milly
parthenia,has_nickname,parsuny
parthenia,has_nickname,pasoonie
parthenia,has_nickname,phenie
parthenia,has_nickname,teeny
patience,has_nickname,pat
patience,has_nickname,patty
patricia,has_nickname,pat
patricia,has_nickname,patsy
patricia,has_nickname,patti
patricia,has_nickname,patty
patricia,has_nickname,tricia
patricia,has_nickname,trish
patricia,has_nickname,trisha
patrick,has_nickname,paddy
patrick,has_nickname,pat
patrick,has_nickname,pate
patrick,has_nickname,patsy
patrick,has_nickname,peter
patsy,has_nickname,patty
patty,has_nickname,patricia
paul,has_nickname,polly
paula,has_nickname,lina
paula,has_nickname,polly
paulina,has_nickname,lina
paulina,has_nickname,polly
pauline,has_nickname,polly
peggy,has_nickname,peg
pelegrine,has_nickname,perry
penelope,has_nickname,penny
percival,has_nickname,percy
peregrine,has_nickname,perry
permelia,has_nickname,mellie
permelia,has_nickname,melly
permelia,has_nickname,milly
pernetta,has_nickname,nettie
persephone,has_nickname,seph
persephone,has_nickname,sephy
peter,has_nickname,pate
peter,has_nickname,pete
petronella,has_nickname,nellie
pheney,has_nickname,josephine
pheriba,has_nickname,ferbie
pheriba,has_nickname,pherbia
philadelphia,has_nickname,delphia
philander,has_nickname,fie
philetus,has_nickname,leet
philetus,has_nickname,phil
philinda,has_nickname,linda
philinda,has_nickname,lindy
philinda,has_nickname,lynn
philip,has_nickname,phil
philip,has_nickname,pip
philipina,has_nickname,penie
philipina,has_nickname,phoebe
philipina,has_nickname,pip
phillip,has_nickname,phil
phillip,has_nickname,pip
philly,has_nickname,delphia
philomena,has_nickname,menaalmena
phoebe,has_nickname,fifi
pinckney,has_nickname,pink
pleasant,has_nickname,ples
pocahontas,has_nickname,pokey
posthuma,has_nickname,humey
prescott,has_nickname,pres
prescott,has_nickname,scott
prescott,has_nickname,scotty
priscilla,has_nickname,cilla
priscilla,has_nickname,cissy
priscilla,has_nickname,prissy
providence,has_nickname,provy
prudence,has_nickname,prudy
prudence,has_nickname,prue
prudy,has_nickname,prudence
rachel,has_nickname,rachael
rachel,has_nickname,shelly
rafaela,has_nickname,rafa
ramona,has_nickname,mona
randall,has_nickname,randy
randolf,has_nickname,dolph
randolf,has_nickname,randy
randolph,has_nickname,dolph
randolph,has_nickname,randy
raphael,has_nickname,ralph
ray,has_nickname,raymond
raymond,has_nickname,ray
reba,has_nickname,becca
reba,has_nickname,beck
rebecca,has_nickname,becca
rebecca,has_nickname,beck
rebecca,has_nickname,becky
rebecca,has_nickname,reba
reggie,has_nickname,reg
reggie,has_nickname,reginald
regina,has_nickname,gina
regina,has_nickname,reggie
reginald,has_nickname,naldo
reginald,has_nickname,reg
reginald,has_nickname,reggie
reginald,has_nickname,renny
relief,has_nickname,leafa
reuben,has_nickname,rube
reynold,has_nickname,reginald
rhoda,has_nickname,rodie
rhodella,has_nickname,della
rhyna,has_nickname,rhynie
ricardo,has_nickname,rick
ricardo,has_nickname,ricky
rich,has_nickname,dick
rich,has_nickname,rick
richard,has_nickname,dick
richard,has_nickname,dickie
richard,has_nickname,dickon
richard,has_nickname,dicky
richard,has_nickname,rich
richard,has_nickname,richie
richard,has_nickname,rick
richard,has_nickname,ricky
rick,has_nickname,ricky
ricky,has_nickname,dick
ricky,has_nickname,rich
robert,has_nickname,bill
robert,has_nickname,billy
robert,has_nickname,bob
robert,has_nickname,bobby
robert,has_nickname,dob
robert,has_nickname,dobbin
robert,has_nickname,hob
robert,has_nickname,hobkin
robert,has_nickname,rob
robert,has_nickname,robby
robert,has_nickname,rupert
roberta,has_nickname,bert
roberta,has_nickname,bertie
roberta,has_nickname,birdie
roberta,has_nickname,birtie
roberta,has_nickname,bobbie
roberta,has_nickname,robbie
roberta,has_nickname,roby
roberto,has_nickname,rob
roderick,has_nickname,erick
roderick,has_nickname,rickie
roderick,has_nickname,rod
roderick,has_nickname,roddy
rodger,has_nickname,bobby
rodger,has_nickname,hodge
rodger,has_nickname,rod
rodger,has_nickname,roge
rodger,has_nickname,roger
rodney,has_nickname,rod
roger,has_nickname,bobby
roger,has_nickname,hodge
roger,has_nickname,rod
roger,has_nickname,rodger
roger,has_nickname,roge
roland,has_nickname,lanny
roland,has_nickname,orlando
roland,has_nickname,rollo
roland,has_nickname,rolly
ron,has_nickname,ronnie
ron,has_nickname,ronny
ronald,has_nickname,naldo
ronald,has_nickname,ron
ronald,has_nickname,ronnie
ronald,has_nickname,ronny
ronny,has_nickname,ronald
rosa,has_nickname,rose
rosabel,has_nickname,belle
rosabel,has_nickname,rosa
rosabel,has_nickname,rose
rosabel,has_nickname,roz
rosabella,has_nickname,bella
rosabella,has_nickname,belle
rosabella,has_nickname,rosa
rosabella,has_nickname,rose
rosabella,has_nickname,roz
rosaenn,has_nickname,ann
rosaenna,has_nickname,ann
rosalinda,has_nickname,linda
rosalinda,has_nickname,rosa
rosalinda,has_nickname,rose
rosalinda,has_nickname,roz
rosalyn,has_nickname,linda
rosalyn,has_nickname,rosa
rosalyn,has_nickname,rose
rosalyn,has_nickname,roz
roscoe,has_nickname,ross
rose,has_nickname,rosie
roseann,has_nickname,ann
roseann,has_nickname,rose
roseann,has_nickname,rosie
roseann,has_nickname,roz
roseanna,has_nickname,ann
roseanna,has_nickname,rose
roseanna,has_nickname,rosie
roseanna,has_nickname,roz
roseanne,has_nickname,ann
rosemary,has_nickname,marie
rosemary,has_nickname,mary
rosemary,has_nickname,rose
rosemary,has_nickname,rosemarie
rosemary,has_nickname,rosey
rosina,has_nickname,sina
roxane,has_nickname,rox
roxane,has_nickname,roxie
roxanna,has_nickname,ann
roxanna,has_nickname,rose
roxanna,has_nickname,roxie
roxanne,has_nickname,ann
roxanne,has_nickname,rose
roxanne,has_nickname,roxie
rudolph,has_nickname,dolph
rudolph,has_nickname,olph
rudolph,has_nickname,rolf
rudolph,has_nickname,rudy
rudolphus,has_nickname,dolph
rudolphus,has_nickname,olph
rudolphus,has_nickname,rolf
rudolphus,has_nickname,rudy
russell,has_nickname,russ
russell,has_nickname,rusty
ryan,has_nickname,ry
sabrina,has_nickname,brina
safieel,has_nickname,safie
salome,has_nickname,loomie
salvador,has_nickname,sal
salvador,has_nickname,sally
sam,has_nickname,sammy
samantha,has_nickname,mantha
samantha,has_nickname,sam
samantha,has_nickname,sammy
sampson,has_nickname,sam
sampson,has_nickname,sammy
samson,has_nickname,sam
samson,has_nickname,sammy
samuel,has_nickname,sam
samuel,has_nickname,sammy
samyra,has_nickname,myra
samyra,has_nickname,sam
samyra,has_nickname,sammy
sandra,has_nickname,cassandra
sandra,has_nickname,sandy
sandy,has_nickname,sandra
sanford,has_nickname,sandy
sarah,has_nickname,sadie
sarah,has_nickname,sally
sarah,has_nickname,sara
sarilla,has_nickname,silla
savannah,has_nickname,anna
savannah,has_nickname,savanna
savannah,has_nickname,vannie
scott,has_nickname,sceeter
scott,has_nickname,scottie
scott,has_nickname,scotty
scott,has_nickname,squat
sebastian,has_nickname,seb
sebastian,has_nickname,sebby
selma,has_nickname,anselm
serena,has_nickname,rena
serilla,has_nickname,rilla
seymour,has_nickname,morey
seymour,has_nickname,see
shaina,has_nickname,sha
shaina,has_nickname,shay
sharon,has_nickname,sha
sharon,has_nickname,shay
shaun,has_nickname,shawn
shawn,has_nickname,shaun
sheila,has_nickname,cecilia
sheldon,has_nickname,shelly
shelton,has_nickname,shel
shelton,has_nickname,shelly
shelton,has_nickname,tony
sheridan,has_nickname,dan
sheridan,has_nickname,danny
sheridan,has_nickname,sher
sheryl,has_nickname,cheri
sheryl,has_nickname,cherie
sheryl,has_nickname,sher
sheryl,has_nickname,sheri
sheryl,has_nickname,sherri
sheryl,has_nickname,sherry
sheryl,has_nickname,sherryl
shirley,has_nickname,lee
shirley,has_nickname,sherry
shirley,has_nickname,shirl
sibbilla,has_nickname,sibbell
sibbilla,has_nickname,sibbie
sibbilla,has_nickname,sybill
sidney,has_nickname,sid
sidney,has_nickname,syd
sigfired,has_nickname,sid
sigfrid,has_nickname,sid
sigismund,has_nickname,sig
silas,has_nickname,si
silence,has_nickname,liley
silvester,has_nickname,si
silvester,has_nickname,sly
silvester,has_nickname,syl
silvester,has_nickname,vest
silvester,has_nickname,vester
simeon,has_nickname,si
simeon,has_nickname,sion
simon,has_nickname,si
simon,has_nickname,sion
smith,has_nickname,smitty
socrates,has_nickname,crate
solomon,has_nickname,sal
solomon,has_nickname,salmon
solomon,has_nickname,saul
solomon,has_nickname,sol
solomon,has_nickname,solly
solomon,has_nickname,zolly
sondra,has_nickname,dre
sondra,has_nickname,sonnie
sophia,has_nickname,sophie
sophronia,has_nickname,frona
sophronia,has_nickname,fronia
sophronia,has_nickname,sophia
stacey,has_nickname,staci
stacey,has_nickname,stacie
stacey,has_nickname,stacy
stacie,has_nickname,stacey
stacie,has_nickname,staci
stacie,has_nickname,stacy
stacy,has_nickname,staci
stephan,has_nickname,steve
stephanie,has_nickname,annie
stephanie,has_nickname,steffi
stephanie,has_nickname,steffie
stephanie,has_nickname,steph
stephanie,has_nickname,stephani
stephanie,has_nickname,stephany
stephanie,has_nickname,stephie
stephanie,has_nickname,stephine
stephanie,has_nickname,stevie
stephen,has_nickname,steph
stephen,has_nickname,steve
steven,has_nickname,steph
steven,has_nickname,steve
steven,has_nickname,stevie
stuart,has_nickname,stu
sue,has_nickname,susan
sue,has_nickname,susie
sullivan,has_nickname,sully
sullivan,has_nickname,van
susan,has_nickname,hannah
susan,has_nickname,sue
susan,has_nickname,sukey
susan,has_nickname,susie
susan,has_nickname,suzie
susannah,has_nickname,hannah
susannah,has_nickname,sue
susannah,has_nickname,sukey
susannah,has_nickname,susie
susie,has_nickname,suzie
suzanne,has_nickname,sue
suzanne,has_nickname,suki
suzanne,has_nickname,susie
sybill,has_nickname,sibbie
sydney,has_nickname,sid
sylvanus,has_nickname,sly
sylvanus,has_nickname,syl
sylvester,has_nickname,si
sylvester,has_nickname,sly
sylvester,has_nickname,sy
sylvester,has_nickname,syl
sylvester,has_nickname,vessie
sylvester,has_nickname,vester
sylvester,has_nickname,vet
tabby,has_nickname,tabitha
tabitha,has_nickname,tabby
tamarra,has_nickname,tammy
tammie,has_nickname,tami
tammie,has_nickname,tammy
tammy,has_nickname,tami
tammy,has_nickname,tammie
tanafra,has_nickname,tanny
tasha,has_nickname,tash
tasha,has_nickname,tashie
ted,has_nickname,teddy
temperance,has_nickname,tempy
terence,has_nickname,terry
teresa,has_nickname,terry
teresa,has_nickname,tess
teresa,has_nickname,tessa
teresa,has_nickname,tessie
terri,has_nickname,teri
terri,has_nickname,terrie
terri,has_nickname,terry
terry,has_nickname,terence
tess,has_nickname,teresa
tess,has_nickname,theresa
tessa,has_nickname,teresa
tessa,has_nickname,theresa
thad,has_nickname,thaddeus
thaddeus,has_nickname,thad
theo,has_nickname,theodore
theodora,has_nickname,dora
theodore,has_nickname,ted
theodore,has_nickname,teddy
theodore,has_nickname,theo
theodosia,has_nickname,dosia
theodosia,has_nickname,theo
theodosia,has_nickname,theodosius
theophilus,has_nickname,ophi
theotha,has_nickname,otha
theresa,has_nickname,terry
theresa,has_nickname,tess
theresa,has_nickname,tessa
theresa,has_nickname,tessie
theresa,has_nickname,thirza
theresa,has_nickname,thursa
theresa,has_nickname,traci
theresa,has_nickname,tracie
theresa,has_nickname,tracy
thom,has_nickname,thomas
thom,has_nickname,tom
thom,has_nickname,tommy
thomas,has_nickname,thom
thomas,has_nickname,tom
thomas,has_nickname,tommy
thomasa,has_nickname,tamzine
tiffany,has_nickname,tiff
tiffany,has_nickname,tiffy
tilford,has_nickname,tillie
tim,has_nickname,timmy
timothy,has_nickname,tim
timothy,has_nickname,timmy
tina,has_nickname,christina
tisha,has_nickname,tish
tobias,has_nickname,bias
tobias,has_nickname,toby
tom,has_nickname,thomas
tom,has_nickname,tommy
tony,has_nickname,anthony
tranquilla,has_nickname,quilla
tranquilla,has_nickname,trannie
trish,has_nickname,patricia
trish,has_nickname,trisha
trix,has_nickname,trixie
trudy,has_nickname,gertrude
tryphena,has_nickname,phena
unice,has_nickname,eunice
unice,has_nickname,nicie
uriah,has_nickname,riah
ursula,has_nickname,sula
ursula,has_nickname,sulie
valentina,has_nickname,felty
valentina,has_nickname,val
valentina,has_nickname,vallie
valentine,has_nickname,felty
valeri,has_nickname,val
valeri,has_nickname,valerie
valerie,has_nickname,val
vanburen,has_nickname,buren
vandalia,has_nickname,vannie
vanessa,has_nickname,essa
vanessa,has_nickname,nessa
vanessa,has_nickname,vanna
vernisee,has_nickname,nicey
veronica,has_nickname,franky
veronica,has_nickname,frony
veronica,has_nickname,ron
veronica,has_nickname,ronie
veronica,has_nickname,ronna
veronica,has_nickname,ronnie
veronica,has_nickname,ronny
veronica,has_nickname,vonnie
vic,has_nickname,vicki
vic,has_nickname,vickie
vic,has_nickname,vicky
vic,has_nickname,victor
vicki,has_nickname,vickie
vicki,has_nickname,vicky
vicki,has_nickname,victoria
victor,has_nickname,vic
victoria,has_nickname,tori
victoria,has_nickname,torie
victoria,has_nickname,torri
victoria,has_nickname,torrie
victoria,has_nickname,tory
victoria,has_nickname,vic
victoria,has_nickname,vicki
victoria,has_nickname,vickie
victoria,has_nickname,vicky
vijay,has_nickname,vij
vincent,has_nickname,vic
vincent,has_nickname,vin
vincent,has_nickname,vince
vincent,has_nickname,vinnie
vincent,has_nickname,vinny
vincenzo,has_nickname,vic
vincenzo,has_nickname,vin
vincenzo,has_nickname,vince
vincenzo,has_nickname,vinnie
vincenzo,has_nickname,vinny
vinson,has_nickname,vin
vinson,has_nickname,vince
vinson,has_nickname,vinnie
vinson,has_nickname,vinny
viola,has_nickname,ola
viola,has_nickname,vi
violetta,has_nickname,lettie
virginia,has_nickname,ginger
virginia,has_nickname,ginny
virginia,has_nickname,jane
virginia,has_nickname,jennie
virginia,has_nickname,virgy
vivian,has_nickname,vi
vivian,has_nickname,viv
waldo,has_nickname,ossy
waldo,has_nickname,ozzy
wallace,has_nickname,wally
wally,has_nickname,walt
walter,has_nickname,wally
walter,has_nickname,walt
washington,has_nickname,wash
webster,has_nickname,webb
wendy,has_nickname,wen
wesley,has_nickname,wes
westley,has_nickname,farmboy
westley,has_nickname,wes
westley,has_nickname,west
wilber,has_nickname,bert
wilber,has_nickname,will
wilbur,has_nickname,will
wilbur,has_nickname,willie
wilbur,has_nickname,willy
wilda,has_nickname,willie
wilfred,has_nickname,fred
wilfred,has_nickname,wil
wilfred,has_nickname,will
wilfred,has_nickname,willie
wilhelm,has_nickname,wil
wilhelm,has_nickname,willie
wilhelmina,has_nickname,mina
wilhelmina,has_nickname,minnie
wilhelmina,has_nickname,willie
wilhelmina,has_nickname,wilma
will,has_nickname,bill
will,has_nickname,fred
will,has_nickname,wilbur
will,has_nickname,willie
william,has_nickname,bela
william,has_nickname,bell
william,has_nickname,bill
william,has_nickname,billy
william,has_nickname,wil
william,has_nickname,will
william,has_nickname,willie
william,has_nickname,willy
willie,has_nickname,fred
willie,has_nickname,william
willis,has_nickname,bill
willis,has_nickname,willy
wilma,has_nickname,billiewilhelm
wilma,has_nickname,william
wilson,has_nickname,will
wilson,has_nickname,willie
wilson,has_nickname,willy
winfield,has_nickname,field
winfield,has_nickname,win
winfield,has_nickname,winny
winifred,has_nickname,freddie
winifred,has_nickname,winnet
winifred,has_nickname,winnie
winnie,has_nickname,winnifred
winnifred,has_nickname,fred
winnifred,has_nickname,freddie
winnifred,has_nickname,freddy
winnifred,has_nickname,winnie
winnifred,has_nickname,winny
winny,has_nickname,winnifred
winton,has_nickname,wint
woodrow,has_nickname,drew
woodrow,has_nickname,wood
woodrow,has_nickname,woody
yeona,has_nickname,ona
yeona,has_nickname,onie
yoshihiko,has_nickname,yoshi
yulan,has_nickname,lan
yulan,has_nickname,yul
yvonne,has_nickname,vonna
zach,has_nickname,zack
zach,has_nickname,zak
zachariah,has_nickname,zac
zachariah,has_nickname,zach
zachariah,has_nickname,zachy
zachariah,has_nickname,zack
zachariah,has_nickname,zak
zachariah,has_nickname,zakk
zachariah,has_nickname,zeke
zachary,has_nickname,zac
zachary,has_nickname,zach
zachary,has_nickname,zachy
zachary,has_nickname,zack
zachary,has_nickname,zak
zachary,has_nickname,zakk
zachary,has_nickname,zeke
zachery,has_nickname,zac
zachery,has_nickname,zach
zachery,has_nickname,zachy
zachery,has_nickname,zack
zachery,has_nickname,zak
zachery,has_nickname,zakk
zachery,has_nickname,zeke
zack,has_nickname,zach
zack,has_nickname,zak
zebedee,has_nickname,zeb
zedediah,has_nickname,diah
zedediah,has_nickname,dyer
zedediah,has_nickname,zed
zephaniah,has_nickname,zeph
